db_id,entry_id,example_group,lang,num,text,tr_ru,tr_en
example_d4927e246,entry_pakʼ0y,exampleGrp_d4927e112,os-x-digor,,"marg dædduj ustur pajda ajkæj, fidæj, pakʼujæj","птица приносит большую пользу яйцами, мясом, пухом","poultry brings great benefits with eggs, meat, fluff"
example_d4927e272,entry_pakʼ0y,exampleGrp_d4927e112,os-x-digor,,"ærxawdtæj arvæj… pakʼutæ togi, otemæj cʼewsor","с перьями в крови, так упал с неба сокол","with feathers in the blood, so the falcon fell from the sky"
example_d4927e298,entry_pakʼ0y,exampleGrp_d4927e112,os-x-digor,,"sujnagæj ba cidær rabastajdæ, pakʼuj wæzæ dær æj næbal widæ","что бы ни перевязать (чудесной) веревкой, в нем не было и веса пуха","whatever was tied up with a (wonderful) rope, there was no weight of fluff in it"
example_d4928e84,entry_æmsær,exampleGrp_d4928e82,os-x-digor,,akkag æj kænun me ʽnsar adæmæn mæ ewnæg kizgi,I agree to give my only daughter to people who are equal to me,
example_d4928e106,entry_æmsær,exampleGrp_d4928e82,,,nælgojmagi ænsær æj næ waǧtoncæ (silgojmagi),женщину не допускали быть наравне с мужчиной,a woman was not allowed to be on a par with a man
example_d4935e94,entry_qyrimag,exampleGrp_d4935e92,,,cwanon… færdygʒyx qyrimagæn jæ astæwyl xæcyd,охотник держал крымское ружье с украшенным дулом,the hunter was holding a Crimean rifle with a decorated muzzle
example_d4935e117,entry_qyrimag,exampleGrp_d4935e92,,,Bætæjy færdygʒyx qyrimag galaw wasyd,"ружье Бата с украшенным дулом ревело, как бык",Bæt's gun with the decorated muzzle roared like a bull
example_d4935e140,entry_qyrimag,exampleGrp_d4935e92,,,dæ qyrimag toppæj syǧzærīn næmyg fexs,выстрели из своего крымского ружья золотой пулей,shoot a golden bullet from your Crimean rifle
example_d4935e163,entry_qyrimag,exampleGrp_d4935e92,os-x-digor,,…æma ibæl iswaʒuj i bædæjnag qæræjmag topp æma i nalat fat isæmbæluj Aznauræn æ zærdi særi,"…и он в него спускает славное крымское ружье, и коварная пуля попадает Азнауру в верхушку сердца","…and he lets down the glorious Crimean gun into it, and the insidious bullet hits Aznaur in the top of the heart"
example_d4936e157,entry_ʒyx,exampleGrp_d4936e155,,,…æmæ jyn galy aǧd jæ ʒyxy akodta,…и положил ему в рот бычью ляжку,…and he put an ox thigh into his mouth
example_d4936e176,entry_ʒyx,exampleGrp_d4936e155,,,dæ ʒyxy ʒyrd ænæ rædyd nyccævy zærdæjy kæron,слово твоих уст безошибочно поражает край сердца,the word of your mouth infallibly strikes at the edge of the heart
example_d4937e129,entry_nægæ,exampleGrp_d4937e127,,,"skʼott kænuncæ fættæ komi, kom bajʒag æj sæ nægæj","свищут пули в ущелье, ущелье наполнилось их шумом","bullets sing in the gorge, the gorge was filled with their noise"
example_d4937e153,entry_nægæ,exampleGrp_d4937e127,,,aci læg ba necæbæl dær æ ǧær æma æ nægæj sinx æxemæ ærkæsun kænuj,этот человек даже из-за пустяка своим криком и шумом привлекает внимание всего квартала,this man attracts the attention of the whole quarter with his cry and noise even because of a trifle
example_d4937e178,entry_nægæ,exampleGrp_d4937e127,,,"Soslani ǧær, nægæmæ adæmtæ æmburdtæ kænʒænæncæ","на голос, крик Сослана будут сбегаться люди","the voice, the cry of Soslan will attract the people"
example_d4945e132,entry_kælyn,exampleGrp_d4945e130,,,ag kæly jæ byltæj,котел льется через край,(something) is pouring over the edge of the cauldron
example_d4945e151,entry_kælyn,exampleGrp_d4945e130,,,bæsty særvæltaw næ kæly mæ tūg,ради страны не льется моя кровь,my blood is not pouring for the country
example_d4945e170,entry_kælyn,exampleGrp_d4945e130,,,xæʒar nykkaldt,дом рухнул,the house collapsed
example_d4945e185,entry_kælyn,exampleGrp_d4945e130,os-x-digor,,togi kælæntæ,капли крови,
example_d4945e207,entry_kælyn,exampleGrp_d4945e130,,,syvællon dūryl fækaldī,ребенок споткнулся о камень,a child tripped on a stone
example_d4945e223,entry_kælyn,exampleGrp_d4945e130,,,"jæ kælgæ fækæn, jæ kīwgæ","или споткнись, или пошатнись",either stumble or stagger
example_d4949e117,entry_æntysyn,exampleGrp_d4949e115,,,mak˳y dyn bantysa,пусть никогда тебе (это) не удастся,may you never succed in this
example_d4949e136,entry_æntysyn,exampleGrp_d4949e115,,,rajsomy k˳yst æntysag ū,утренняя работа бывает спорой,morning work is sometimes successful
example_d4949e155,entry_æntysyn,exampleGrp_d4949e115,,,"kæstærtæ, sabitæ, ræzūt, cærūt! maxæn cy næ bantyst, — bantysæd wyn!","молодежь, дети, растите, живите! то, что нам не удалось (совершить), пусть удастся вам","young people, children, grow up, live! May you succeed in things which we didn’t manage to do"
example_d4949e174,entry_æntysyn,exampleGrp_d4949e115,os-x-digor,,"tuxæj sin ku neci bantæstæj, wæd babæj liǧzcʼūxæj ʒorun bajdædtoncæ","когда они ничего не добились силой, то стали говорить льстивой речью","when they didn’t reach anything by force, they began to speak ingratiatingly"
example_d4949e196,entry_æntysyn,exampleGrp_d4949e115,os-x-digor,,"dæ zærdi ci ǧuddag aftujuj, oj dær din Xucaw bantæsun kænæd","пусть Бог даст удачу тому делу, которое у тебя на сердце",may God make successful the affair that is in your heart
example_d4949e219,entry_æntysyn,exampleGrp_d4949e115,,,"wæ, ænæntyst ærbawaj (бранное выражение в отношении того, кто делает или берется за что-либо не по силам) (a pejorative addressed at someone who has done something apparently above their abilities)","о, чтоб тебе ничего не удавалось",may you fail everytime
example_d4949e243,entry_æntysyn,exampleGrp_d4949e115,os-x-digor,,"ku din bantæsa otæ bakænun, arazi dæn æz","если тебе удастся так сделать, то я согласен","if you manage to do that way, I agree"
example_d4949e268,entry_æntysyn,exampleGrp_d4949e266,os-x-digor,,dengizi bilæbæl ew nalat silæ isæntæstæj,на берегу моря появилась одна проклятая женщина,a cursed woman appeared on the sea shore
example_d4949e293,entry_æntysyn,exampleGrp_d4949e291,os-x-digor,,eci ærtemæj ba ustur Digori Gewærgiati muggag rantæstæncæ,от этих трех (родоначальников) произошла фамилия Георгиата в Стур-Дигоре,the family name of Georgiate on Stur-Digor came from these three (ancestors)
example_d4950e129,entry_cʼapp,exampleGrp_d4950e127,os-x-digor,,sæwmæ ba cawæni cʼapp kodta,утром он снаряжался на охоту,in the morning he was getting ready to hunt
example_d4950e151,entry_cʼapp,exampleGrp_d4950e127,os-x-digor,,kʼælidor … racʼæppitæ kodtoncæ,коридор привели в порядок,the corridor was tidied up
example_d4950e173,entry_cʼapp,exampleGrp_d4950e127,os-x-digor,,kʼwætti æma je ʼmbal jezdon bunati cʼapp kud kodtoncæ…,пока немой и его товарищ готовили приличное место…,while the mute man and his comrade were preparing a decent place …
example_d4954e84,entry_kæfoj,exampleGrp_d4954e82,,,maxæn ta næ afæʒy myzd — gasæj īw xory kæfoj,у нас же наш годичный заработок — всего один %skæfoj%s ячменя,our annual earnings are just one %skæfoj%s of barley
example_d4954e103,entry_kæfoj,exampleGrp_d4954e82,os-x-digor,,kæfojnæj dungæmæ darun,веять (зерно) на ветру из %skæfoj%s,to winnow grain in the wind from %skæfoj%s
example_d4957e93,entry_æmbaj,exampleGrp_d4957e91,,,ūj me ʽmbaj ū,он мой сверстник,he is my peer
example_d4957e108,entry_æmbaj,exampleGrp_d4957e91,,,cæj līʒæn ma væjjy babajy æmbajæn,"где уж бежать тому, кто (достиг) возраста дедушки",how can run the one who (reached) the age of grandfather
example_d4958e138,entry_qulaj,exampleGrp_d4958e136,,,"Donifarsæn sæ qulaj, se ʽnæqulajæn ci zonis?",что ты знаешь о подготовленности или неподготовленности (к войне) Донифарса?,what do you know about Donifars’ preparedness or unpreparedness (for war)?
example_d4958e161,entry_qulaj,exampleGrp_d4958e136,,,"(burkuʒawtæ taxtæncæ)… ka ši tæbæǧi, ka toxonabæl ænæqulaj","(колдуны и ведьмы летели на шабаш), кто из них на блюде, кто (усевшись) кое-как на печной трубе","(sorcerers and witches flew to the sabbath), who of them on a platter, who somehow (sitting down) on the chimney"
example_d4962e140,entry_ǵītyn,exampleGrp_d4962e138,,,"bīræ mæ fæǵītæntæ kodta, fælæ jyn ændær gænæn nal wyd æmæ acyd","долго он не решался (уклонялся), но другого выхода у него не было и он пошел","for a long time he hesitated, but he had no other choice and he went"
example_d4968e109,entry_kʼæbær,exampleGrp_d4968e107,,,jæ xyzyny nyværdta kærʒyny kʼæbær æmæ cyxty kʼært,он положил в сумку ломоть хлеба и кусок сыра,he put a loaf of bread and a piece of cheese in his bag
example_d4968e124,entry_kʼæbær,exampleGrp_d4968e107,,,fælmæn kʼæbær næ xæry,он (богач) не ест мягкого ломтя (по скупости),he (the rich man) does not eat a soft hunk of bread (because of his stinginess)
example_d4968e143,entry_kʼæbær,exampleGrp_d4968e107,,,mak˳y dyn batajoj ūcy mæg˳yry kʼæbærtæl,да не пойдут тебе впрок ломти того бедняка!,let you not profit by the hunks of bread of that poor man!
example_d4968e162,entry_kʼæbær,exampleGrp_d4968e107,,,"am dyn kʼæbær axær nīḱʼī zægʒæn, mæ xūr","здесь тебе никто не предложит куска хлеба, голубчик","nobody will offer you a piece of bread here, my dear"
example_d4971e292,entry_Naf,exampleGrp_d4971e175,,,dywwæ Nafy ʽxsæn ærtyccægmæ myn nyvond īs,к среде между двумя Нафами (имеется в виду Unaly Naf Унальский Наф и næxī Naf наш Наф) у меня посвящено жертвенное животное,for Wednesday between the two Nafs (viz. Unaly Naf the Naf of Unal and næxī Naf our Naf) I have a sacrificial animal dedicated
example_d4971e350,entry_Naf,exampleGrp_d4971e175,,,"fyccag Naf k˳y ʽrbalæwwy, wæd rūvas jæ læppynty īxyl cæwyn nal awaʒy","когда наступает первый Наф, лиса не позволяет больше своим детенышам идти по льду","when the first Naf comes, the fox no longer allows its cubs to walk on ice"
example_d4971e412,entry_Naf,exampleGrp_d4971e175,os-x-digor,,"mingi razdær, kud alkæd, otæ Nafi kuvdi badtæj","немного ранее он, как обычно, сидел на богатом пиру","somewhat earlier he, as usual, sat in a rich banquet"
example_d4973e84,entry_ʒaǧyr,exampleGrp_d4973e82,,,"Safiat īw qazty … k˳y ataxt, wæd īw Gædijy cæstytæ jæ fæstæ ʒaǧyræj bazzadysty","когда Сафиат проносилась в пляске, глаза Гади оставались вслед ей широко открытыми","when Safiat danced, Gadi's eyes remained wide open looking at her"
